,self_employeed,company_size,tech_company,tech_prole,mh_benefits,anonymity,leaving_difficulty,disc_mh_coworker,disc_mh_supervisor,reveal_mh_business,reveal_mh_coworkers,affects_productivity,productivity_percent,mention_ph_interview,mention_mh_interview,share_mh_ff,exp_unsupport,reveal_less,family_history,mh_in_past,mh_currently,mh_diagnosed,sought_treatment,age,gender,country_live,state_live,country_work,state_work,year
150,0,More than 1000,0.0,1.0,Yes,Yes,,,,,,,,Yes,,Very open,No,,No,Yes,Yes,,,42.0,m,United States of America,Illinois,United States of America,Illinois,2016
151,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,1-25%,Maybe,,Somewhat open,"Yes, I experienced",,I don't know,Yes,Yes,,,40.0,Male,United States of America,Colorado,United States of America,Colorado,2016
152,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,1-25%,No,,Somewhat open,,,No,Yes,No,,,50.0,F,United States of America,Michigan,United States of America,Michigan,2016
153,0,100-500,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,No,,Yes,Maybe,Maybe,,,36.0,Male,United States of America,Illinois,United States of America,New York,2016
154,1,,,,,,,,,"Sometimes, if it comes up",Not applicable to me,Yes,26-50%,Maybe,,Very open,Maybe/Not sure,,Yes,Yes,Yes,,,31.0,female,United States of America,Minnesota,United States of America,Minnesota,2016
155,0,26-100,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,I don't know,Maybe,No,,,29.0,Male,United States of America,Oregon,United States of America,Oregon,2016
156,0,100-500,1.0,,Yes,I don't know,,,,,,,,Yes,,Not open at all,No,,No,No,No,,,37.0,Male,United States of America,California,United States of America,California,2016
157,0,26-100,1.0,,No,Yes,,,,,,,,No,,Neutral,Maybe/Not sure,,I don't know,Yes,Yes,,,31.0,m,United States of America,California,United States of America,California,2016
158,0,More than 1000,0.0,1.0,I don't know,I don't know,,,,,,,,No,,Somewhat not open,,,No,No,No,,,42.0,Male,Canada,,Canada,,2016
159,0,500-1000,1.0,,Yes,Yes,,,,,,,,No,,Neutral,No,,No,Maybe,No,,,25.0,Male,United States of America,Indiana,United States of America,Indiana,2016
160,0,6-25,1.0,,Yes,Yes,,,,,,,,Yes,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,27.0,Male,United States of America,California,United States of America,California,2016
161,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,No,,Very open,Maybe/Not sure,,No,Yes,Yes,,,41.0,Female,United States of America,Ohio,United States of America,Ohio,2016
162,0,100-500,1.0,,Yes,I don't know,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,No,Yes,Yes,,,41.0,Female,United States of America,California,United States of America,California,2016
163,0,More than 1000,0.0,0.0,Yes,Yes,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),No,,I don't know,No,No,,,55.0,F,United States of America,California,United States of America,California,2016
164,0,More than 1000,1.0,,Yes,Yes,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,No,Yes,Yes,,,21.0,Male,United States of America,California,United States of America,California,2016
165,0,More than 1000,0.0,1.0,I don't know,I don't know,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),No,,No,No,No,,,37.0,male,Netherlands,,Netherlands,,2016
166,0,More than 1000,0.0,1.0,I don't know,Yes,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),,,No,No,No,,,34.0,female,Netherlands,,Netherlands,,2016
167,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Maybe,,Somewhat not open,No,,I don't know,No,Maybe,,,40.0,Male,United Kingdom,,United Kingdom,,2016
168,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Yes,,Somewhat open,No,,I don't know,Maybe,Maybe,,,25.0,male,Netherlands,,Netherlands,,2016
169,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,Yes,,Not applicable to me (I do not have a mental illness),Maybe/Not sure,,No,No,Maybe,,,36.0,male,Germany,,Germany,,2016
170,0,26-100,1.0,,No,No,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,No,No,Maybe,,,25.0,Male,Germany,,Germany,,2016
171,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,35.0,male,United States of America,Florida,United States of America,Florida,2016
172,0,6-25,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,I don't know,Maybe,No,,,37.0,male,United States of America,North Carolina,United States of America,North Carolina,2016
173,0,More than 1000,0.0,1.0,Yes,I don't know,,,,,,,,No,,Somewhat not open,No,,I don't know,Maybe,Maybe,,,45.0,Male,United States of America,Ohio,United States of America,Ohio,2016
174,0,6-25,1.0,,No,No,,,,,,,,No,,Not open at all,Maybe/Not sure,,Yes,Yes,Yes,,,26.0,Male,United States of America,Oregon,United States of America,Oregon,2016
175,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,23.0,Male,United States of America,Illinois,United States of America,Illinois,2016
176,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,22.0,Female,United States of America,Oregon,United States of America,Oregon,2016
177,0,26-100,1.0,,I don't know,I don't know,,,,,,,,No,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,46.0,Female,United States of America,Illinois,United States of America,Illinois,2016
178,0,6-25,1.0,,No,Yes,,,,,,,,Yes,,Neutral,No,,No,No,No,,,31.0,Male,United Kingdom,,United Kingdom,,2016
179,0,100-500,1.0,,Yes,I don't know,,,,,,,,Yes,,Very open,No,,Yes,Maybe,Yes,,,27.0,Male,United States of America,Virginia,United States of America,California,2016
180,0,6-25,1.0,,No,I don't know,,,,,,,,Maybe,,Very open,No,,I don't know,Maybe,No,,,37.0,male,United Kingdom,,United Kingdom,,2016
181,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,37.0,Male,United Kingdom,,United Kingdom,,2016
182,0,1-5,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,No,Yes,Maybe,,,26.0,Other/Transfeminine,Netherlands,,Netherlands,,2016
183,0,500-1000,1.0,,No,Yes,,,,,,,,No,,Not applicable to me (I do not have a mental illness),No,,Yes,No,No,,,23.0,M,Netherlands,,Netherlands,,2016
184,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,40.0,Male,United States of America,Ohio,United States of America,Ohio,2016
185,0,1-5,1.0,,No,No,,,,,,,,Yes,,Somewhat open,No,,No,No,No,,,29.0,M,Denmark,,Denmark,,2016
186,0,100-500,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,No,,I don't know,Yes,Yes,,,37.0,Male,United States of America,Oregon,United States of America,California,2016
187,0,100-500,1.0,,Yes,Yes,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),Maybe/Not sure,,Yes,Maybe,No,,,34.0,female,United States of America,California,United States of America,California,2016
188,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,Maybe,,Very open,No,,No,Yes,Yes,,,40.0,male,United States of America,Iowa,United States of America,Iowa,2016
189,0,500-1000,1.0,,Yes,I don't know,,,,,,,,Yes,,Very open,Maybe/Not sure,,No,Yes,Maybe,,,39.0,Male,United States of America,California,United States of America,California,2016
190,0,500-1000,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,No,,Yes,Yes,Yes,,,28.0,Male,United States of America,Washington,United States of America,Washington,2016
191,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,26-50%,Maybe,,Somewhat open,Maybe/Not sure,,No,Maybe,Maybe,,,28.0,male,Belgium,,Belgium,,2016
192,0,26-100,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat not open,No,,Yes,No,No,,,27.0,Male,Germany,,Germany,,2016
193,1,,,,,,,,,Not applicable to me,Not applicable to me,Unsure,,Maybe,,Somewhat open,No,,No,Maybe,Maybe,,,48.0,Male,United Kingdom,,United Kingdom,,2016
194,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I observed",,No,Yes,Yes,,,49.0,Female,United States of America,Connecticut,United States of America,Connecticut,2016
195,0,26-100,1.0,,No,I don't know,,,,,,,,Yes,,Very open,No,,I don't know,Yes,Yes,,,35.0,Male,United Kingdom,,United Kingdom,,2016
196,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Very open,"Yes, I observed",,Yes,Yes,Yes,,,35.0,Male,Sweden,,Sweden,,2016
197,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,Yes,,Not open at all,No,,Yes,Yes,Yes,,,38.0,Male,United Kingdom,,United Kingdom,,2016
198,0,500-1000,1.0,,Yes,Yes,,,,,,,,Yes,,Neutral,Maybe/Not sure,,Yes,Yes,No,,,32.0,Male,United States of America,California,United States of America,California,2016
199,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat not open,No,,Yes,Yes,Yes,,,42.0,Male,United States of America,Ohio,United States of America,Ohio,2016
200,0,100-500,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,Yes,Yes,Maybe,,,33.0,female,United States of America,Texas,United States of America,Texas,2016
201,0,26-100,1.0,,I don't know,Yes,,,,,,,,Yes,,Very open,No,,No,No,No,,,35.0,Male,United Kingdom,,United Kingdom,,2016
202,0,500-1000,1.0,,I don't know,Yes,,,,,,,,No,,Somewhat open,No,,No,Maybe,Maybe,,,24.0,M,Russia,,Russia,,2016
203,0,500-1000,1.0,,Yes,I don't know,,,,,,,,No,,Very open,"Yes, I observed",,Yes,Yes,Yes,,,29.0,Female or Multi-Gender Femme,United States of America,California,United States of America,California,2016
204,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,No,Yes,Maybe,,,29.0,Male,United States of America,Minnesota,United States of America,Minnesota,2016
205,0,6-25,1.0,,Not eligible for coverage / N/A,No,,,,,,,,Maybe,,Somewhat not open,,,No,No,No,,,24.0,Male,United Kingdom,,United Kingdom,,2016
206,0,500-1000,1.0,,I don't know,I don't know,,,,,,,,Yes,,Very open,No,,Yes,Maybe,No,,,30.0,Male,Sweden,,Sweden,,2016
207,0,26-100,1.0,,I don't know,I don't know,,,,,,,,No,,Very open,No,,No,Yes,Yes,,,30.0,male,United States of America,Colorado,United States of America,Colorado,2016
208,0,6-25,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat open,No,,Yes,Yes,Yes,,,44.0,male,United States of America,Indiana,United States of America,Indiana,2016
209,0,100-500,1.0,,Yes,I don't know,,,,,,,,Maybe,,Neutral,No,,No,No,No,,,37.0,Male,United Kingdom,,United Kingdom,,2016
210,0,500-1000,1.0,,No,I don't know,,,,,,,,No,,Somewhat open,No,,No,No,No,,,28.0,Male,Germany,,Germany,,2016
211,0,100-500,1.0,,Yes,Yes,,,,,,,,Maybe,,Neutral,No,,Yes,Yes,No,,,42.0,Male,United States of America,South Dakota,United States of America,South Dakota,2016
212,0,1-5,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,30.0,female,United Kingdom,,United Kingdom,,2016
213,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat not open,No,,No,Maybe,Maybe,,,36.0,m,Russia,,Russia,,2016
214,0,500-1000,1.0,,I don't know,I don't know,,,,,,,,Yes,,Not applicable to me (I do not have a mental illness),No,,No,No,No,,,30.0,male,Russia,,Russia,,2016
215,0,6-25,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),,,No,No,No,,,29.0,Male,United States of America,Nevada,United States of America,Nevada,2016
216,0,500-1000,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Not applicable to me (I do not have a mental illness),No,,No,No,No,,,25.0,male,United States of America,California,United States of America,California,2016
217,0,26-100,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat open,No,,No,No,No,,,25.0,Male,Belgium,,Belgium,,2016
218,0,500-1000,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,24.0,Male,Russia,,Russia,,2016
219,0,More than 1000,1.0,,No,No,,,,,,,,Yes,,Somewhat open,No,,No,Yes,Yes,,,25.0,m,Russia,,Russia,,2016
220,0,26-100,1.0,,Yes,Yes,,,,,,,,Yes,,Very open,No,,I don't know,Yes,Yes,,,31.0,Male ,Denmark,,Denmark,,2016
221,0,26-100,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,Yes,No,No,,,37.0,M,Canada,,Canada,,2016
222,0,100-500,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,35.0,Male,United States of America,California,United States of America,California,2016
223,0,6-25,1.0,,Not eligible for coverage / N/A,Yes,,,,,,,,No,,Not open at all,No,,Yes,Yes,No,,,26.0,female,Spain,,Spain,,2016
224,0,100-500,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,I don't know,No,No,,,31.0,Male,United Kingdom,,United Kingdom,,2016
225,0,500-1000,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat not open,No,,Yes,Maybe,No,,,29.0,female,United States of America,California,United States of America,Hawaii,2016
226,0,26-100,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Neutral,"Yes, I observed",,Yes,Yes,No,,,33.0,M,France,,France,,2016
227,0,26-100,1.0,,No,No,,,,,,,,Maybe,,Somewhat not open,No,,No,No,No,,,30.0,M,India,,India,,2016
228,0,26-100,1.0,,Yes,I don't know,,,,,,,,Yes,,Somewhat open,No,,I don't know,Yes,Maybe,,,30.0,M,United States of America,Florida,United States of America,Florida,2016
229,0,100-500,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,29.0,female,United States of America,California,United States of America,California,2016
230,0,26-100,1.0,,I don't know,No,,,,,,,,No,,Not open at all,Maybe/Not sure,,I don't know,Yes,Yes,,,25.0,Female,United States of America,California,United States of America,California,2016
231,0,More than 1000,0.0,1.0,Yes,Yes,,,,,,,,Yes,,Somewhat open,"Yes, I observed",,Yes,Yes,No,,,27.0,Male,United States of America,Nebraska,United States of America,Nebraska,2016
232,0,500-1000,1.0,,Yes,Yes,,,,,,,,Yes,,Somewhat not open,,,No,No,No,,,26.0,Male,Germany,,Germany,,2016
233,0,500-1000,1.0,,Yes,Yes,,,,,,,,Yes,,Very open,No,,Yes,No,No,,,38.0,Female,United States of America,Maine,United States of America,Maine,2016
234,0,More than 1000,1.0,,Yes,No,,,,,,,,No,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,49.0,Male,United States of America,Missouri,United States of America,Missouri,2016
235,0,26-100,1.0,,Yes,Yes,,,,,,,,Yes,,Very open,No,,Yes,No,No,,,30.0,Male,United States of America,Arizona,United States of America,Arizona,2016
236,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Yes,,Not applicable to me (I do not have a mental illness),Maybe/Not sure,,I don't know,No,Maybe,,,34.0,male,France,,France,,2016
237,0,100-500,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat not open,"Yes, I observed",,No,No,No,,,31.0,male,Russia,,Russia,,2016
238,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,Maybe,,Somewhat not open,No,,Yes,Yes,Maybe,,,29.0,Male,United States of America,California,United States of America,California,2016
239,0,100-500,1.0,,No,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,No,No,,,31.0,m,Germany,,Germany,,2016
240,0,100-500,1.0,,Not eligible for coverage / N/A,I don't know,,,,,,,,Maybe,,Somewhat open,No,,I don't know,Maybe,Maybe,,,34.0,male,Germany,,Germany,,2016
241,0,6-25,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,No,,No,Yes,No,,,28.0,Male,United States of America,Oklahoma,United States of America,Oklahoma,2016
242,1,,,,,,,,,"No, because it doesn't matter","No, because it would impact me negatively",Yes,1-25%,Yes,,Neutral,Maybe/Not sure,,Yes,Yes,No,,,35.0,Female ,United Kingdom,,United Kingdom,,2016
243,0,500-1000,1.0,,I don't know,I don't know,,,,,,,,No,,Somewhat open,No,,I don't know,No,No,,,27.0,Male ,Germany,,Germany,,2016
244,1,,,,,,,,,Not applicable to me,Not applicable to me,Unsure,,Maybe,,Somewhat not open,No,,No,Maybe,No,,,33.0,m,Germany,,Germany,,2016
245,0,6-25,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Neutral,No,,I don't know,Maybe,Maybe,,,37.0,Female,United States of America,New York,United States of America,New York,2016
246,0,More than 1000,1.0,,Not eligible for coverage / N/A,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,No,Yes,Yes,,,45.0,Male,United Kingdom,,United Kingdom,,2016
247,0,6-25,1.0,,No,I don't know,,,,,,,,No,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,31.0,woman,United States of America,Oregon,United States of America,Wisconsin,2016
248,0,More than 1000,0.0,1.0,No,I don't know,,,,,,,,No,,Not applicable to me (I do not have a mental illness),,,No,Maybe,No,,,36.0,M,United States of America,Arizona,United States of America,Arizona,2016
249,0,500-1000,1.0,,Yes,I don't know,,,,,,,,Yes,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,30.0,M,United States of America,California,United States of America,California,2016
250,0,More than 1000,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,No,,Yes,Yes,Yes,,,33.0,female,United States of America,Washington,United Arab Emirates,,2016
251,0,500-1000,1.0,,Yes,I don't know,,,,,,,,Yes,,Not open at all,"Yes, I experienced",,I don't know,Yes,Yes,,,45.0,female,Canada,,Canada,,2016
252,0,26-100,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,30.0,Female,United States of America,Michigan,United States of America,Michigan,2016
253,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat not open,"Yes, I experienced",,Yes,Yes,Yes,,,30.0,male,United States of America,Michigan,United States of America,Michigan,2016
254,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,No,,Somewhat open,"Yes, I observed",,Yes,Yes,Yes,,,29.0,Male,United States of America,Illinois,United States of America,Illinois,2016
255,0,1-5,0.0,1.0,No,No,,,,,,,,Maybe,,Very open,No,,Yes,No,No,,,36.0,Male,Mexico,,Mexico,,2016
256,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,Yes,Yes,Maybe,,,28.0,Male,United States of America,Michigan,United States of America,Michigan,2016
257,0,26-100,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat open,No,,No,Yes,Yes,,,36.0,Male,United States of America,Michigan,United States of America,Michigan,2016
258,0,500-1000,1.0,,Yes,I don't know,,,,,,,,Yes,,Somewhat not open,Maybe/Not sure,,Yes,Maybe,Maybe,,,37.0,female,United States of America,California,United States of America,California,2016
259,0,26-100,1.0,,Yes,Yes,,,,,,,,No,,Very open,No,,Yes,Yes,Maybe,,,29.0,Male,United States of America,Michigan,United States of America,Michigan,2016
260,0,26-100,1.0,,Yes,Yes,,,,,,,,No,,Somewhat open,Maybe/Not sure,,Yes,Yes,Yes,,,25.0,Male,United States of America,Michigan,United States of America,Michigan,2016
261,0,26-100,1.0,,Yes,Yes,,,,,,,,No,,Somewhat open,"Yes, I observed",,No,No,No,,,34.0,f,United States of America,Michigan,United States of America,Michigan,2016
262,0,More than 1000,0.0,1.0,Yes,Yes,,,,,,,,Maybe,,Very open,"Yes, I observed",,No,No,No,,,37.0,M,Canada,,Canada,,2016
263,0,More than 1000,1.0,,Yes,I don't know,,,,,,,,No,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,40.0,Female,United States of America,Washington,United States of America,Washington,2016
264,0,100-500,1.0,,Yes,I don't know,,,,,,,,No,,Very open,Maybe/Not sure,,No,Maybe,Maybe,,,32.0,Male,United States of America,Texas,United States of America,Texas,2016
265,0,26-100,1.0,,I don't know,I don't know,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,No,Maybe,No,,,38.0,Male,United Kingdom,,United Kingdom,,2016
266,0,26-100,1.0,,Yes,I don't know,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,Yes,Yes,Yes,,,31.0,Female,United States of America,Michigan,United States of America,Michigan,2016
267,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,Maybe/Not sure,,Yes,No,No,,,28.0,female,United States of America,Michigan,United States of America,Michigan,2016
268,0,100-500,1.0,,No,I don't know,,,,,,,,Yes,,Somewhat not open,"Yes, I experienced",,Yes,Yes,Yes,,,27.0,female,United Kingdom,,United Kingdom,,2016
269,0,26-100,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat not open,"Yes, I observed",,No,Yes,Yes,,,28.0,female,United States of America,Michigan,United States of America,Michigan,2016
270,0,6-25,1.0,,I don't know,I don't know,,,,,,,,No,,Somewhat not open,No,,Yes,Yes,Yes,,,26.0,Male,Germany,,Germany,,2016
271,0,26-100,1.0,,Yes,Yes,,,,,,,,Yes,,Very open,No,,Yes,Yes,No,,,40.0,Male,United States of America,Michigan,United States of America,Michigan,2016
272,0,More than 1000,1.0,,Yes,Yes,,,,,,,,Maybe,,Somewhat open,"Yes, I experienced",,No,Yes,Yes,,,42.0,Male,United States of America,Washington,United States of America,Washington,2016
273,0,26-100,1.0,,Yes,I don't know,,,,,,,,No,,Neutral,No,,I don't know,No,No,,,36.0,Male,United States of America,Michigan,United States of America,Michigan,2016
